,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,name,person
740506,740506,2019-11-12 11:17:54,571365235126,fraud_Bins-Rice,gas_transport,47.73,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,e0dd7272df27394f6e9c8c340e810eec,1352719074,45.096614,-85.48701,0,Barbara Taylor,Barbara Taylor 1995-07-12
741238,741238,2019-11-12 20:53:17,571365235126,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,5.46,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,60fdc33103158e0a42d95e693d370172,1352753597,44.278941,-86.14338000000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
741327,741327,2019-11-12 22:02:51,571365235126,"fraud_Yost, Schamberger and Windler",kids_pets,25.51,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,0bbfff81ff2cccc5c791a3e8a230def5,1352757771,44.401118,-86.396877,0,Barbara Taylor,Barbara Taylor 1995-07-12
741400,741400,2019-11-12 22:59:14,571365235126,fraud_Metz-Boehm,shopping_pos,5.24,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,6f39ccaa6a1b00cb467fe6910afef6d5,1352761154,44.161749,-86.368893,0,Barbara Taylor,Barbara Taylor 1995-07-12
741888,741888,2019-11-13 08:23:23,571365235126,fraud_Padberg-Welch,grocery_pos,118.38,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,4a4fecb37fe7895ac952af1920044b01,1352795003,45.226246,-86.39651500000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
742178,742178,2019-11-13 13:14:43,571365235126,fraud_Streich Ltd,home,75.36,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,583bc09a6223ce3267e700ad1f10b1c1,1352812483,44.279843,-86.471868,0,Barbara Taylor,Barbara Taylor 1995-07-12
742482,742482,2019-11-13 17:13:54,571365235126,fraud_Dare-Marvin,entertainment,81.02,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,c44da3225bd4ed140775d2f9531a1d1c,1352826834,43.973331,-86.106531,0,Barbara Taylor,Barbara Taylor 1995-07-12
742654,742654,2019-11-13 19:15:39,571365235126,fraud_Dare-Marvin,entertainment,31.62,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,4f4327075650b485dabe0811814405e6,1352834139,43.881019,-86.111139,0,Barbara Taylor,Barbara Taylor 1995-07-12
743120,743120,2019-11-14 00:53:01,571365235126,fraud_Wuckert-Walter,grocery_net,45.55,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,76c17ada6a1922e947f82dd09175696b,1352854381,44.926855,-85.40136600000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
744095,744095,2019-11-14 15:21:14,571365235126,"fraud_Medhurst, Cartwright and Ebert",personal_care,16.79,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,5377882e61911230f177777db705c1eb,1352906474,44.670955,-86.22052099999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
744635,744635,2019-11-14 20:57:04,571365235126,fraud_Cormier LLC,health_fitness,56.12,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,dc6c6e4a036d4a1fef839244142a220b,1352926624,44.277174,-85.92962,0,Barbara Taylor,Barbara Taylor 1995-07-12
744834,744834,2019-11-14 22:57:38,571365235126,fraud_Little-Gleichner,travel,8.71,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,10c9b22dbb743845bc04509991ba4b95,1352933858,44.700497,-86.00251999999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
745383,745383,2019-11-15 07:33:54,571365235126,"fraud_Reilly, Heaney and Cole",gas_transport,57.54,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,8eb0dc6e21febf3ef206fd51927de21e,1352964834,44.563716,-87.20083000000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
745517,745517,2019-11-15 09:41:53,571365235126,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,113.01,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,1eeee936ab9cdefd56b46497b3283fda,1352972513,43.645893,-87.132228,0,Barbara Taylor,Barbara Taylor 1995-07-12
745587,745587,2019-11-15 10:47:37,571365235126,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,80.1,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,7792465dc21cc166e7f9721941da8b7d,1352976457,43.900028000000006,-85.843427,0,Barbara Taylor,Barbara Taylor 1995-07-12
745889,745889,2019-11-15 14:38:54,571365235126,"fraud_Durgan, Gislason and Spencer",home,247.95,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,64453efc054df4b70d937b7e8574e917,1352990334,44.279119,-86.124533,0,Barbara Taylor,Barbara Taylor 1995-07-12
746149,746149,2019-11-15 17:14:24,571365235126,fraud_Morissette PLC,shopping_pos,3.45,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,854168d102716b4194a3ed9195147f8b,1352999664,45.497189,-86.87347199999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
746238,746238,2019-11-15 18:08:37,571365235126,fraud_Welch Inc,misc_net,70.66,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,353dede20063b0aae2edf247171523af,1353002917,43.923273,-86.733729,0,Barbara Taylor,Barbara Taylor 1995-07-12
747043,747043,2019-11-16 02:35:03,571365235126,fraud_Kunze Inc,grocery_pos,68.29,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,d83641726061fa31b091318ca038919d,1353033303,44.186305,-86.037296,0,Barbara Taylor,Barbara Taylor 1995-07-12
747704,747704,2019-11-16 10:15:44,571365235126,fraud_Goodwin-Nitzsche,grocery_pos,88.3,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,b5b2d2b2a0281a8462f4d71d63fc9db7,1353060944,44.404287,-86.13373399999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
748044,748044,2019-11-16 13:28:21,571365235126,fraud_Abbott-Steuber,personal_care,49.12,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,26d9095062949c8b69e46738c6d35b26,1353072501,44.923339,-85.314983,0,Barbara Taylor,Barbara Taylor 1995-07-12
748325,748325,2019-11-16 15:41:07,571365235126,fraud_Kuhic LLC,shopping_net,6.39,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,7f7d8f9cfc29c29e542fc47cc2e613b8,1353080467,44.624463,-86.74054100000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
749055,749055,2019-11-16 21:17:01,571365235126,fraud_Friesen Inc,shopping_pos,2.89,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,8465a1e44ee03d6ccd59270c80750f42,1353100621,44.497456,-86.32258900000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
749971,749971,2019-11-17 05:15:44,571365235126,"fraud_Raynor, Feest and Miller",gas_transport,51.82,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,1003888719e330cb7787d3f376229214,1353129344,45.522775,-86.021057,0,Barbara Taylor,Barbara Taylor 1995-07-12
750414,750414,2019-11-17 09:12:38,571365235126,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,51.66,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,a8a3ac05c2cfdd827c4d89d28775d4df,1353143558,44.891271,-86.282209,0,Barbara Taylor,Barbara Taylor 1995-07-12
750741,750741,2019-11-17 12:16:16,571365235126,"fraud_Swaniawski, Lowe and Robel",shopping_pos,4.74,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,d7975e94665983df67e4f801ea4c7ef9,1353154576,43.753259,-85.46870899999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
750952,750952,2019-11-17 13:34:39,571365235126,"fraud_Bradtke, Torp and Bahringer",personal_care,3.67,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,f236cb35b00f2a1b68733f5d167dd1be,1353159279,44.853012,-85.362439,0,Barbara Taylor,Barbara Taylor 1995-07-12
752609,752609,2019-11-17 23:33:40,571365235126,"fraud_Cormier, Stracke and Thiel",entertainment,11.71,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,cf7dd732317207806a73b659ad44ff0d,1353195220,45.523167,-86.54695,0,Barbara Taylor,Barbara Taylor 1995-07-12
752746,752746,2019-11-18 00:40:11,571365235126,"fraud_Reilly, Heaney and Cole",gas_transport,51.65,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,5e8517159d29db64c1dfa69170c41963,1353199211,44.639639,-87.130179,0,Barbara Taylor,Barbara Taylor 1995-07-12
752772,752772,2019-11-18 00:54:52,571365235126,fraud_Torp-Labadie,gas_transport,65.87,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,50184ce9768839e1314e4111d9600ae4,1353200092,44.004478000000006,-85.383042,0,Barbara Taylor,Barbara Taylor 1995-07-12
752803,752803,2019-11-18 01:08:32,571365235126,fraud_Heller-Langosh,gas_transport,55.96,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,91d228fe836d702d153423c284bb64d7,1353200912,45.109606,-85.959946,0,Barbara Taylor,Barbara Taylor 1995-07-12
752925,752925,2019-11-18 02:17:08,571365235126,"fraud_Lind, Huel and McClure",gas_transport,72.73,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,74272305b63f2bf14add2676e86350bc,1353205028,44.348186,-85.720683,0,Barbara Taylor,Barbara Taylor 1995-07-12
754044,754044,2019-11-18 12:56:53,571365235126,fraud_Torp-Lemke,misc_pos,2.02,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,6f3c79794c930c343c407ce7834ab216,1353243413,44.003901,-85.661694,0,Barbara Taylor,Barbara Taylor 1995-07-12
754659,754659,2019-11-18 16:37:23,571365235126,fraud_Bins-Tillman,entertainment,56.76,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,b081bde97fe3fba336dde368cffbef2a,1353256643,45.399032,-86.449325,0,Barbara Taylor,Barbara Taylor 1995-07-12
754723,754723,2019-11-18 17:00:47,571365235126,"fraud_McDermott, Osinski and Morar",home,24.89,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,85ae6e060cb32979d84d69847eeaee9d,1353258047,45.412746000000006,-86.462171,0,Barbara Taylor,Barbara Taylor 1995-07-12
755192,755192,2019-11-18 19:59:31,571365235126,fraud_Kub PLC,personal_care,36.58,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,36813d1efa659d02b78ae0c439a7a455,1353268771,45.307526,-85.69412700000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
755559,755559,2019-11-18 22:23:16,571365235126,fraud_Schuppe LLC,entertainment,20.1,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,d8d1f697179d3109953c64544777d3df,1353277396,44.544819,-86.615489,0,Barbara Taylor,Barbara Taylor 1995-07-12
756438,756438,2019-11-19 12:25:26,571365235126,fraud_Wilkinson LLC,personal_care,8.39,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,c05d69a5dafddae67980b80e8760af8e,1353327926,45.255893,-87.145944,0,Barbara Taylor,Barbara Taylor 1995-07-12
756921,756921,2019-11-19 18:48:37,571365235126,fraud_Predovic Inc,shopping_net,1.25,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,63df0e3d93bbc24209754ebd56990ee7,1353350917,45.00095,-85.993804,0,Barbara Taylor,Barbara Taylor 1995-07-12
757964,757964,2019-11-20 12:21:49,571365235126,fraud_Heller PLC,health_fitness,42.52,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,c7c2b6721705c4a0d4a70b0544a8ab2f,1353414109,45.486155,-85.28210899999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
757983,757983,2019-11-20 12:33:21,571365235126,"fraud_Pouros, Walker and Spencer",kids_pets,24.0,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,7b7fc2c92bfd18e319caf0ac150d0bce,1353414801,44.013937,-86.26052,0,Barbara Taylor,Barbara Taylor 1995-07-12
758385,758385,2019-11-20 17:24:26,571365235126,fraud_Jakubowski Group,food_dining,31.49,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,4df32e4f2ad7e031e010fedbe64af5ba,1353432266,44.433293,-86.142985,0,Barbara Taylor,Barbara Taylor 1995-07-12
759787,759787,2019-11-21 13:01:14,571365235126,fraud_Kihn-Fritsch,food_dining,21.5,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,3aad947de5ec75acc0efe6899580978a,1353502874,44.411496,-86.260324,0,Barbara Taylor,Barbara Taylor 1995-07-12
759821,759821,2019-11-21 13:30:22,571365235126,fraud_Hoppe-Parisian,kids_pets,77.59,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,066a935281a5a33ffea464e109f6c935,1353504622,44.083121000000006,-86.274412,0,Barbara Taylor,Barbara Taylor 1995-07-12
760705,760705,2019-11-21 23:25:01,571365235126,fraud_Fadel Inc,health_fitness,43.87,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,87f3ece99d1322280976c727efe39ed3,1353540301,43.875698,-87.12331800000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
761242,761242,2019-11-22 07:50:02,571365235126,"fraud_Robel, Cummerata and Prosacco",gas_transport,57.39,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,5ecc702ff5d99a0ce9c7ad6666cfd3f2,1353570602,44.302365,-85.87812199999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
761500,761500,2019-11-22 11:41:31,571365235126,fraud_Kiehn-Emmerich,grocery_pos,93.58,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,f8201627cf35197b154213b7cd42e31a,1353584491,44.551179,-85.254971,0,Barbara Taylor,Barbara Taylor 1995-07-12
762293,762293,2019-11-22 20:20:47,571365235126,fraud_Kozey-Kuhlman,personal_care,53.85,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,4026aa2ded6d45c098d3976260a3074f,1353615647,44.498409,-86.862666,0,Barbara Taylor,Barbara Taylor 1995-07-12
762464,762464,2019-11-22 22:23:11,571365235126,fraud_Ruecker-Mayert,kids_pets,48.71,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,3ccd08143ce369ba615e368955a391cd,1353622991,44.422279,-86.642482,0,Barbara Taylor,Barbara Taylor 1995-07-12
762561,762561,2019-11-22 23:39:46,571365235126,fraud_Bode-Schuster,kids_pets,19.0,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,5c9e2a2c7f3b9790b03b8b5dd557524f,1353627586,44.037409,-85.242386,0,Barbara Taylor,Barbara Taylor 1995-07-12
763320,763320,2019-11-23 08:27:04,571365235126,fraud_Luettgen PLC,gas_transport,60.14,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,ca2e9848aeddb23de76882adf4faa801,1353659224,45.149558,-86.297898,0,Barbara Taylor,Barbara Taylor 1995-07-12
763615,763615,2019-11-23 12:05:12,571365235126,fraud_Crooks and Sons,personal_care,27.36,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,0db6b5fdc009988fc3917bcd6a3125fc,1353672312,45.514174,-85.755481,0,Barbara Taylor,Barbara Taylor 1995-07-12
763683,763683,2019-11-23 12:34:12,571365235126,fraud_Altenwerth-Kilback,home,4.55,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,8bb4f32156e83f77ae46409b97a47a95,1353674052,44.728326,-86.000404,0,Barbara Taylor,Barbara Taylor 1995-07-12
764393,764393,2019-11-23 17:41:42,571365235126,"fraud_Nienow, Ankunding and Collier",misc_pos,7.04,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,6dee6aa11d7b4e625b448dc5685a1466,1353692502,44.34154,-85.66658699999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
764695,764695,2019-11-23 20:06:41,571365235126,fraud_Kassulke PLC,shopping_net,6.3,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,36488a3ae88ba846b4b5c6b2aa703851,1353701201,43.782019,-86.13101400000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
764750,764750,2019-11-23 20:39:11,571365235126,fraud_Berge-Ullrich,home,43.87,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,395905bbe53ab89fc68af6b1e1dcc9a0,1353703151,44.327902,-86.74968299999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
765490,765490,2019-11-24 02:27:34,571365235126,"fraud_Herman, Treutel and Dickens",misc_net,47.66,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,20008fc4df67a362fa7c7060b9c4e114,1353724054,43.608809,-86.812525,0,Barbara Taylor,Barbara Taylor 1995-07-12
765587,765587,2019-11-24 03:33:23,571365235126,fraud_Cummerata-Jones,gas_transport,66.67,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,b3b426d74e3798f00f36ff3b74e0ed4a,1353728003,45.578671,-86.72874499999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
765740,765740,2019-11-24 05:08:11,571365235126,fraud_Torp-Labadie,gas_transport,103.58,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,c6193a1dbf0c6dbf1616ddc24294478e,1353733691,45.096719,-86.815736,0,Barbara Taylor,Barbara Taylor 1995-07-12
766844,766844,2019-11-24 14:25:21,571365235126,fraud_Kihn Inc,shopping_pos,2.04,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,06d140d20de4816f3eb6f15870f5632d,1353767121,44.35022,-85.464004,0,Barbara Taylor,Barbara Taylor 1995-07-12
766873,766873,2019-11-24 14:36:33,571365235126,fraud_Padberg-Rogahn,entertainment,104.35,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,28d0f42f9a49a15ed423d7f7c7780e51,1353767793,45.328041,-87.023809,0,Barbara Taylor,Barbara Taylor 1995-07-12
767270,767270,2019-11-24 16:57:20,571365235126,fraud_Gutmann-Upton,misc_pos,5.5,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,59aa783300990603ac371cfd4ade9f2b,1353776240,44.406051,-86.69876500000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
767377,767377,2019-11-24 17:40:23,571365235126,fraud_Douglas-White,entertainment,14.18,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,62c3c25ad4206cbd6b112b67d3521500,1353778823,43.955763,-86.620021,0,Barbara Taylor,Barbara Taylor 1995-07-12
767762,767762,2019-11-24 20:05:56,571365235126,fraud_Sporer-Keebler,personal_care,3.84,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,27e7343849805700e4e01f97d390c587,1353787556,43.757363,-87.052945,0,Barbara Taylor,Barbara Taylor 1995-07-12
767978,767978,2019-11-24 21:34:16,571365235126,"fraud_Graham, Hegmann and Hammes",food_dining,103.17,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,45f9130d2f2bd2f6e17adaada6d82904,1353792856,45.00219,-85.994458,0,Barbara Taylor,Barbara Taylor 1995-07-12
768014,768014,2019-11-24 21:45:27,571365235126,"fraud_Hintz, Bauch and Smith",health_fitness,164.5,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,771f0d74d3049423f8c54e1afa1fba5b,1353793527,44.153297,-86.700581,0,Barbara Taylor,Barbara Taylor 1995-07-12
768063,768063,2019-11-24 22:05:14,571365235126,fraud_Tillman LLC,travel,5.54,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,e14e3262002f4f56d7db9b3398a627fe,1353794714,44.626057,-86.60491800000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
768068,768068,2019-11-24 22:07:46,571365235126,"fraud_Witting, Beer and Ernser",home,13.15,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,5937d6221646aecea4f7d4f74763643c,1353794866,44.93841,-86.552972,0,Barbara Taylor,Barbara Taylor 1995-07-12
768686,768686,2019-11-25 02:40:52,571365235126,fraud_Friesen-D'Amore,gas_transport,83.74,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,8a821e0c25d2b1fc6b1d506253f3de5e,1353811252,44.723476,-86.112668,0,Barbara Taylor,Barbara Taylor 1995-07-12
770171,770171,2019-11-25 15:13:21,571365235126,"fraud_Schumm, McLaughlin and Carter",food_dining,5.97,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,8db3d88b8e88e6a0d75fa4cdfd46b957,1353856401,45.348537,-87.012838,0,Barbara Taylor,Barbara Taylor 1995-07-12
770499,770499,2019-11-25 17:24:26,571365235126,fraud_Morissette PLC,shopping_pos,3.61,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,9968447ce5bcd36d77aecd21a6ac3296,1353864266,44.727645,-85.75898000000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
770968,770968,2019-11-25 20:09:41,571365235126,fraud_Dooley Inc,shopping_pos,3.67,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,b0dd897abc85d7ce688a466b7e0c079b,1353874181,44.323752,-85.408716,0,Barbara Taylor,Barbara Taylor 1995-07-12
